stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1328,21328,CONNECTICUT AVE & NORTHGATE SC,,39.081829,-77.079559,,,,,,0
1330,21330,CONNECTICUT AVE & GEORGIA AVE,,39.083931,-77.076912,,,,,,0
1334,21334,CONNECTICUT AVE & GRAND PRE RD,,39.087279,-77.073469,,,,,,0
1336,21336,CONNECTICUT AVE & BEL PRE RD,,39.091353,-77.070884,,,,,,0
1338,21338,CONNECTICUT AVE & PEAR TREE CT,,39.089737,-77.071747,,,,,,0
1340,21340,CONNECTICUT AVE & GRAND PRE RD,,39.086239,-77.074302,,,,,,0
1342,21342,CONNECTICUT AVE & GEORGIA AVE,,39.08461,-77.075867,,,,,,0
1344,21344,CONNECTICUT AVE & GEORGIA AVE,,39.084106,-77.077087,,,,,,0
1346,21346,CONNECTICUT AVE & ASPEN HILL RD,,39.080975,-77.080414,,,,,,0
1348,21348,CONNECTICUT AVE & ASPEN HILL RD,,39.079308,-77.080926,,,,,,0
1350,21350,CONNECTICUT AVE & INDEPENDENCE ST,,39.076485,-77.080692,,,,,,0
1352,21352,CONNECTICUT AVE & TURKEY BRANCH PKWY,,39.072756,-77.078046,,,,,,0
1354,21354,CONNECTICUT AVE & KELSEY ST,,39.068695,-77.075596,,,,,,0
1356,21356,CONNECTICUT AVE & ATHERTON DR,,39.067326,-77.075073,,,,,,0
1358,21358,CONNECTICUT AVE & JEFFRY ST,,39.065883,-77.074509,,,,,,0
1360,21360,CONNECTICUT AVE & ISBELL ST,,39.064648,-77.074028,,,,,,0
1362,21362,CONNECTICUT AVE & WELLER RD,,39.063377,-77.073677,,,,,,0
1364,21364,CONNECTICUT AVE & GREENLY ST,,39.060799,-77.073349,,,,,,0
1366,21366,CONNECTICUT AVE & EVERTON ST,,39.05859,-77.073448,,,,,,0
1368,21368,CONNECTICUT AVE & RANDOLPH RD,,39.057454,-77.073652,,,,,,0
1370,21370,CONNECTICUT AVE & CAREY ST,,39.054508,-77.074322,,,,,,0
1372,21372,CONNECTICUT AVE & BRIGHTVIEW ST,,39.053897,-77.074475,,,,,,0
1374,21374,CONNECTICUT AVE & VEIRS MILL RD,,39.051292,-77.075079,,,,,,0
1376,21376,CONNECTICUT AVE & ADAMS DR,,39.046898,-77.076057,,,,,,0
1378,21378,CONNECTICUT AVE & SPRUELL DR,,39.044654,-77.07644,,,,,,0
1380,21380,CONNECTICUT AVE & @11400,,39.041996,-77.076233,,,,,,0
1382,21382,CONNECTICUT AVE & DENFELD AVE,,39.039082,-77.075788,,,,,,0
1384,21384,CONNECTICUT AVE & LAWRENCE AVE,,39.034975,-77.075222,,,,,,0
1386,21386,CONNECTICUT AVE & DECATUR AVE,,39.033411,-77.075135,,,,,,0
1388,21388,CONNECTICUT AVE & UNIVERSITY BLVD,,39.032074,-77.075064,,,,,,0
1390,21390,CONNECTICUT AVE & PLYERS MILL RD,,39.030037,-77.075951,,,,,,0
1392,21392,CONNECTICUT AVE & HOWARD AVE,,39.028446,-77.076462,,,,,,0
1394,21394,CONNECTICUT AVE & WARNER ST,,39.026726,-77.076916,,,,,,0
1396,21396,CONNECTICUT AVE & BALTIMORE ST,,39.024975,-77.07634,,,,,,0
1398,21398,CONNECTICUT AVE & WASHINGTON ST,,39.022777,-77.076516,,,,,,0
1400,21400,CONNECTICUT AVE & DRESDEN ST,,39.020592,-77.077187,,,,,,0
1402,21402,CONNECTICUT AVE & FRANKLIN ST,,39.018272,-77.078118,,,,,,0
1404,21404,CONNECTICUT AVE & SAUL RD,,39.015198,-77.079102,,,,,,0
1406,21406,CONNECTICUT AVE & DUNNEL LN,,39.01293,-77.080312,,,,,,0
1408,21408,CONNECTICUT AVE & CULVER ST,,39.011197,-77.081045,,,,,,0
1412,21412,CONNECTICUT AVE & BEACH DR,,39.008272,-77.080439,,,,,,0
1416,21416,CONNECTICUT AVE & WOODLAWN RD,,39.002586,-77.077423,,,,,,0
1418,21418,CONNECTICUT AVE & PARSONS RD,,39.000856,-77.077021,,,,,,0
1420,21420,CONNECTICUT AVE & MANOR RD,,38.997023,-77.077307,,,,,,0
1422,21422,CONNECTICUT AVE & CHEVY CHASE LAKE DR,,38.994271,-77.077203,,,,,,0
1424,21424,CONNECTICUT AVE & @8101,,38.992593,-77.077312,,,,,,0
1426,21426,CONNECTICUT AVE & DUNLOP ST,,38.990222,-77.077292,,,,,,0
1428,21428,CONNECTICUT AVE & COLUMBIA CC,,38.989242,-77.07729,,,,,,0
1430,21430,CONNECTICUT AVE & EAST WEST HWY,,38.988373,-77.077293,,,,,,0
1432,21432,CONNECTICUT AVE & BLACKTHORN ST,,38.98688,-77.077245,,,,,,0
1434,21434,CONNECTICUT AVE & LELAND ST,,38.985268,-77.07729,,,,,,0
1436,21436,CONNECTICUT AVE & VIRGILIA ST,,38.983968,-77.077289,,,,,,0
1438,21438,CONNECTICUT AVE & THORNAPPLE ST,,38.982342,-77.077302,,,,,,0
1440,21440,CONNECTICUT AVE & TAYLOR ST,,38.9813,-77.077309,,,,,,0
1442,21442,CONNECTICUT AVE & SHEPHERD ST,,38.979733,-77.07724,,,,,,0
1444,21444,CONNECTICUT AVE & ROSEMARY ST,,38.978024,-77.077278,,,,,,0
1446,21446,CONNECTICUT AVE & QUINCY ST,,38.97583,-77.077248,,,,,,0
1448,21448,CONNECTICUT AVE & OXFORD ST,,38.974033,-77.077271,,,,,,0
1450,21450,CONNECTICUT AVE & LENOX ST,,38.971357,-77.077267,,,,,,0
1452,21452,CONNECTICUT AVE & IRVING ST,,38.969536,-77.077263,,,,,,0
1456,21456,CONTOUR RD & ODEND HAL AVE,,39.152662,-77.195961,,,,,,0
1458,21458,CONTOUR RD & TUNSTALL DR,,39.154377,-77.196693,,,,,,0
1460,21460,CONTOUR RD & HORIZON RUN RD,,39.155856,-77.198464,,,,,,0
1462,21462,CONTOUR RD & LOST KNIFE RD,,39.15529,-77.200613,,,,,,0
1464,21464,CORAL SEA AVE & ARDENNES AVE,,39.0736,-77.120504,,,,,,0
1466,21466,CORAL SEA AVE & OKINAWA AVE,,39.074195,-77.12209,,,,,,0
1468,21468,CRABBS BRANCH WAY & CALHOUN PL,,39.107846,-77.152065,,,,,,0
1470,21470,CRABBS BRANCH WAY & MONONA DR,,39.109522,-77.153028,,,,,,0
1472,21472,CRABBS BRANCH WAY & STANDISH PL,,39.110897,-77.154953,,,,,,0
1474,21474,CRABBS BRANCH WAY & @15757,,39.112647,-77.156417,,,,,,0
1476,21476,CRABBS BRANCH WAY & INDIANOLA DR,,39.114594,-77.156891,,,,,,0
1478,21478,CRABBS BRANCH WAY & INDIAN HILLS DR,,39.11631,-77.156868,,,,,,0
1480,21480,CRABBS BRANCH WAY & MOCCASIN LN,,39.119576,-77.15686,,,,,,0
1482,21482,CRABBS BRANCH WAY & MOCCASIN LN,,39.119415,-77.157012,,,,,,0
1484,21484,CRABBS BRANCH WAY & HIAWATHA LN,,39.116234,-77.157051,,,,,,0
