route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2754,1,130562,Horner / Dale City Lot via PRTC,D114,1,51366,10567,0,0
2754,1,130570,Horner / Dale City Lot via PRTC,D115,1,51374,10567,0,0
2754,1,130561,Horner / Dale City Lot via PRTC,D116N,1,51365,10569,0,0
2754,1,130564,Horner / Dale City Lot via PRTC,D117,1,51368,10567,0,0
2754,1,130563,Horner / Dale City Lot via PRTC,D118,1,51367,10567,0,0
2754,1,130565,Horner / Dale City Lot via PRTC,D119,1,51369,10567,0,0
2754,1,130567,Horner / Dale City Lot via PRTC,D120,1,51371,10567,0,0
2754,1,130568,Pentagon / Dale City Lot via PRTC,D121,1,51372,10566,0,0
2755,1,130614,Pentagon,D201,0,51348,10571,0,0
2755,1,130618,Pentagon,D202,0,51419,10571,0,0
2755,1,130613,Pentagon,D203,0,51354,10571,0,0
2755,1,130608,Pentagon / Rosslyn / Ballston,D204R,0,51412,10572,0,0
2755,1,130612,Pentagon,D205,0,51416,10571,0,0
2755,1,130611,Pentagon,D206,0,51415,10571,0,0
2755,1,130615,Pentagon / Rosslyn / Ballston,D207R,0,51417,10572,0,0
